title,author,rating,isbn,
Caesar (Masters of Rome  #5),Colleen McCullough,4.36,60510854,
Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.24,380710846,
On  Off (Carmine Delmonico  #1),Colleen McCullough,3.5,743286421,
Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,517201666,
Morgan's Run,Colleen McCullough,3.94,671024183,
The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.28,671024205,
The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.1,068809368X,
The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.29,038071082X,
Tim,Colleen McCullough,3.81,380711966,
O'Brien's the Things They Carried,Jill Colella-CliffsNotes,3.66,764586688,
The Five People You Meet in Heaven,Mitch Albom,3.92,1401308589,
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.87,99450259,
The Curious Incident of the Dog In the Night-time,Mark Haddon,3.87,99456761,
The Curious Incident of the Dog in the Night-time,Mark Haddon,3.87,385662238,
Northern Lights,Tim O'Brien,3.3,767904419,
If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,767904435,
Going After Cacciato,Tim O'Brien,3.9,767904427,
In the Lake of the Woods,Tim O'Brien,3.78,061870986X,
The Nuclear Age,Tim O'Brien,3.44,140259104,
The Rescue,Nicholas Sparks,4.1,446696129,
A Bend in the Road,Nicholas Sparks,4.03,446696137,
True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,044669651X,
Three Weeks With My Brother,Nicholas Sparks-Micah Sparks,4.02,446694851,
The Wedding (The Notebook  #2),Nicholas Sparks,3.98,446615862,
The People of Sparks,Jeanne DuPrau,3.66,375828257,
El Guardián,Nicholas Sparks-Ramón González Férriz,4.15,8496284530,
Nights in Rodanthe,Nicholas Sparks,3.83,446691798,
Message in a Bottle,Nicholas Sparks,3.96,446606812,
A Walk to Remember,Nicholas Sparks,4.16,446693804,
Icy Sparks,Gwyn Hyman Rubio,3.69,142000205,
Message in a Bottle,Nicholas Sparks,3.96,446676071,
Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato-Dana Cameron-Mary Dahiem-Suzanne Macpherson-Cait London-Kerrelyn Sparks-Mary Daheim,3.98,61136956,
Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,
The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.08,767920740,
On Truth,Harry G. Frankfurt-Baruch Spinoza,3.52,030726422X,
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,312349486,
Sharp Edges,Jayne Ann Krentz,3.86,671524097,
Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.07,074321076X,
The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.79,440420628,
The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.74,440420636,
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,739469053,
The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.55,440420598,
The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.47,307264122,
Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,1421505479,
The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.58,898705975,
Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,1421505487,
The Tutor's First Love,George MacDonald-Michael R. Phillips,4.07,087123596X,
First Love,Ivan Turgenev-Constance Garnett,3.79,974607894,
Love @ First Site,Jane Moore,3.4,767916913,
The Boy in White,Tessa Kay,2.33,037306232X,
First Love  Second Chance,Amanda Clark,3.73,373706405,
A Broken Bow,Martha Humphreys,3.4,373061781,
The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,1903582415,
The Modern Prince and Other Writings,Antonio Gramsci,3.9,717801330,
From Beirut to Jerusalem,Thomas L. Friedman,4.11,385413726,
Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,055323370X,
The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery-Mary Henley Rubio-Elizabeth Hillman Waterston,4.25,195421167,
Against the Odds: Tales of Achievement,L.M. Montgomery-Rea Wilmshurst,3.84,553565923,
Anne of Avonlea,L.M. Montgomery-Susan O'Malley,4.22,786180307,
A Tangled Web,L.M. Montgomery,3.89,770422454,
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,553609416,
Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,770422470,
Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,553212419,
The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle-Leslie S. Klinger,4.63,393059162,
The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle-Leslie S. Klinger,4.54,039305800X,
The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,471648795,
Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle-John Gielgud-Ralph Richardson-Orson Welles,3.98,1598870297,
Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,871139472,
The Adventures of Sherlock Holmes,Arthur Conan Doyle-Eoin Colfer,4.31,439574285,
The Mysteries of Sherlock Holmes,Arthur Conan Doyle-Paul Bachem,4.18,448409577,
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,517174960,
The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle-Kyle Freeman,4.49,1593082037,
Personal Finance For Dummies,Eric Tyson,3.77,470038322,
Personal Finance for Dummies,Eric Tyson-Rich Tennant,3.77,764525905,
Catching Alice,Clare Naylor,3.35,449005577,
The Dream Giver,Bruce H. Wilkinson-David Kopp-Heather Harpham Kopp,4.25,159052201X,
The Giver,Lois Lowry,4.12,385732554,
The Wish Giver: Three Tales of Coven Tree,Bill Brittain-Andrew Glass,3.83,64401685,
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.12,449904962,
Drina Dances in Paris,Jean Estoril-Mabel Esther Allan,4.16,750012668,
The Last Life,Claire Messud,3.56,156011654,
The Hunters,Claire Messud,3.4,330488155,
When the World Was Steady,Claire Messud,3.17,964561107,
The Sea,John Banville,3.51,1400097029,
The Sea,John Banville,3.51,307263118,
The Untouchable,John Banville,3.96,330339311,
The Book of Evidence,John Banville,3.71,375725237,
Athena (The Freddie Montgomery Trilogy  #3),John Banville,3.65,679736859,
Doctor Copernicus  (Revolutions Trilogy  #1),John Banville,3.65,679737995,
Shroud,John Banville,3.65,037572530X,
Ghosts,John Banville,3.63,330371851,
Aspects of the Novel,E.M. Forster-Oliver Stallybrass-Frank Kermode,3.83,141441690,
On Beauty,Zadie Smith,3.72,143037749,
A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,689875347,
The Claiming of Sleeping Beauty (Sleeping Beauty  #1),A.N. Roquelaure-Anne Rice,3.28,451176987,
The Black Book of Hollywood Beauty Secrets,Kym Douglas-Cindy Pearlman,3.37,452287650,
Black Beauty,Anna Sewell-Ian Andrew,3.95,439228905,
Truth and Beauty,Ann Patchett,3.94,60572159,
The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,4.1,142004200,
Complete Short Stories,Graham Greene-Pico Iyer,4.16,143039105,
The Comedians,Graham Greene,3.97,99478374,
The Power and the Glory,Graham Greene-John Updike,3.99,142437301,
The Heart of the Matter,Graham Greene,3.99,99478420,
Orient Express,Graham Greene-Christopher Hitchens,3.46,142437913,
Journey Without Maps,Graham Greene-Paul Theroux,3.61,143039725,
The Quiet American,Graham Greene-Robert  Stone,3.97,143039024,
Collected Short Stories,Graham Greene,3.97,140186123,
The Third Man & The Fallen Idol,Graham Greene,3.76,014018533X,
The Tenth Man,Graham Greene,3.72,671019090,
The Autograph Man,Zadie Smith,3.15,037570387X,
White Teeth,Zadie Smith,3.76,375703861,
Dientes blancos,Zadie Smith-Ana María de la Fuente,3.76,8478886869,
Zähne zeigen,Zadie Smith-Ulrike Wasel-Klaus Timmermann,3.76,3426195461,
Stranger than Fiction,Chuck Palahniuk,3.57,385722222,
Stranger Than Fiction: True Stories,Chuck Palahniuk,3.57,385504489,
The Hidden Persuaders,Vance Packard,3.89,671771620,
Great Short Works of Herman Melville,Herman Melville-Warner Berthoff,4.02,60586540,
Selected Poems of Herman Melville,Herman Melville-Robert Penn Warren,3.82,1567922694,
Redburn / White-Jacket / Moby-Dick,Herman Melville-G. Thomas Tanselle,4.2,940450097,
Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville-G. Thomas Tanselle,4.19,940450240,
Redburn,Herman Melville-Harold Beaver,3.61,140431055,
Melville's Short Novels: Authoritative Texts  Contexts  Criticism,Herman Melville-Dan McCall,4,393976416,
Typee / Omoo / Mardi,Herman Melville-G. Thomas Tanselle,3.61,940450003,
Charlotte Sometimes,Penelope Farmer,4.09,99267195,
Charlotte Sometimes,Penelope Farmer-Eleanor Cameron,4.09,440700248,
Harriet The Spy,Louise Fitzhugh,3.95,7155026,
Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,3.83,440416884,
Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,3.76,385327870,
Moonraker (James Bond  #3),Ian Fleming,3.73,142002062,
Moonraker's Bride,Madeleine Brent,4.3,449235947,
Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,3.98,862731585,
Moonraker (James Bond #3),Ian Fleming,3.73,141002980,
Doctor No (James Bond  #6),Ian Fleming,3.77,142002038,
Casino Royale (James Bond  #1),Ian Fleming,3.74,014200202X,
Goldfinger (James Bond  #7),Ian Fleming,3.81,142002046,
Diamonds Are Forever (James Bond  #4),Ian Fleming,3.6,142002054,
You Only Live Twice (James Bond  #12),Ian Fleming,3.75,142003271,
On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,142003255,
Live and Let Die (James Bond  #2),Ian Fleming,3.63,142003239,
From Russia With Love (James Bond  #5),Ian Fleming,3.89,142002070,
Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,142003298,
On the Road,Jack Kerouac,3.63,140283293,
Book of Sketches,Jack Kerouac-George Condo,3.78,142002151,
The Dharma Bums,Jack Kerouac,3.93,141184884,
Book of Haikus,Jack Kerouac,3.92,1904634001,
The Subterraneans,Jack Kerouac,3.68,141184892,
The Scripture of the Golden Eternity,Jack Kerouac-Anne Waldman-Eric Mottram,3.95,872862917,
Ballet Shoes,Noel Streatfeild,4.07,1842552473,
Theater Shoes (Shoes  #4),Noel Streatfeild-Diane Goode,4.02,679854347,
Movie Shoes (Shoes  #6),Noel Streatfeild,4,440458153,
Party Shoes (Shoes  #5),Noel Streatfeild,3.64,192752537,
Thursday's Children,Rumer Godden,4.27,440987903,
Miss Happiness and Miss Flower,Rumer Godden-Gary Blythe,4.28,1405088567,
The River,Rumer Godden,3.94,330489992,
The Dolls' House,Rumer Godden-Christian Birmingham,4,330442554,
China Court: The Hours of a Country House,Rumer Godden,3.98,688117228,
Rumer Godden,Anne Chisholm,3.83,330367471,
Fairy Doll,Rumer Godden-Pauline Baynes,4.13,416458505,
The Corrections,Jonathan Franzen,3.79,1841156736,
Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel-Stormie Omartian,3.93,1589971280,
Original Sin (Adam Dalgliesh #9),P.D. James,3.91,446679224,
Original Sin: Illuminating the Riddle,Henri Blocher,3.67,083082605X,
An Original Sin,Nina Bangs,3.75,505523248,
Aliens: Original Sin,Michael Jan Friedman,3.67,1595820159,
Death in Holy Orders (Adam Dalgliesh  #11),P.D. James-Christa Seibicke,3.92,345446666,
The Lighthouse (Adam Dalgliesh #13),P.D. James,3.81,307275736,
Unnatural Causes (Adam Dalgliesh #3),P.D. James,3.94,571204104,
Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,571204201,
A Mind To Murder (Adam Dalgliesh  #2),P.D. James,3.82,571204155,
A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,1400096472,
Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,3.94,345442121,
Cover Her Face (Adam Dalgliesh #1),P.D. James,3.94,743219570,
The Black Tower (Adam Dalgliesh #5),P.D. James,4,743219619,
Innocent Blood,P.D. James,3.69,743219635,
Don Quixote,Miguel de Cervantes Saavedra-Edith Grossman-Harold Bloom,3.87,60934344,
Don Quixote,Miguel de Cervantes Saavedra-Roberto González Echevarría-John Rutherford-Ernani Ssó,3.87,142437239,
Don Quixote,Miguel de Cervantes Saavedra-Walter Starkie,3.87,451528905,
Don Quixote,Miguel de Cervantes Saavedra-Tobias Smollett-Carlos Fuentes,3.87,037575699X,
Lectures on Don Quixote,Vladimir Nabokov-Fredson Bowers-Guy Davenport-Miguel de Cervantes Saavedra-Samuel Putnam,3.9,156495406,
Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,3.64,822004151,
Desert Heat (Joanna Brady  #1),J.A. Jance,4,727861158,
Kentucky Heat,Fern Michaels,4.19,821773682,
Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.84,226443221,
Texas Heat (Texas  #2),Fern Michaels,4.18,345449606,
Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh-Sherri L. King-Lorie O'Clare-Jaci Burton,4.12,1843607409,
Heat and Dust,Ruth Prawer Jhabvala,3.55,1582430152,
Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,767915747,
Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin-Michael Pollan,4.01,963810944,
The History of Love,Nicole Krauss,3.92,393328627,
A Brief History of Time,Stephen Hawking,4.16,553380168,
A Short History of Nearly Everything,Bill Bryson,4.2,767923227,
The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,4.02,895260476,
A History of the World in 6 Glasses,Tom Standage,3.76,802715524,
A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3.87,517223120,
The Sun Also Rises,Ernest Hemingway,3.82,684830515,
The Sun Also Rises,Ernest Hemingway-William Hurt,3.82,743564413,
L'Affaire Toutankhamon,Christian Jacq,3.67,2266052357,
The Bon Appetit Cookbook,Barbara Fairchild,4.06,764596861,
The Barefoot Contessa Cookbook,Ina Garten-Melanie Acevedo,4.15,609602195,
Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.5,792272668,
Sylvia,Leonard Michaels-Diane Johnson,3.86,374271070,
The Life Of Dashiell Hammett,Diane Johnson,3.7,070112766X,
Divorcio a la Francesa: Le Divorce,Diane Johnson-Carlos Milla Soler-Roberto Fernandez Sastre,2.87,8420466557,
London is the Best City in America,Laura Dave,3.46,670037567,
Dragonball Vol. 10 (Dragon Ball  #10),Akira Toriyama,4.37,408873453X,
Hyperion (Los Cantos de Hyperion  #1),Dan Simmons-Carlos Alberto Gardini,4.23,8466617353,
The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,4.2,747236046,
Supreme Power: Hyperion,J. Michael Straczynski-Dan Jurgens,3.42,785118950,
Hyperion Cantos: Hyperion / The Fall of Hyperion,Dan Simmons,4.42,1568651759,
The Hyperion Omnibus (Hyperion Cantos  #1-2),Dan Simmons,4.42,575076267,
The Fall of Hyperion,Dan Simmons,4.2,074720344X,
La Chute d'Hypérion,Dan Simmons-Guy Abadia,4.2,2221090276,
Der Sturz von Hyperion,Dan Simmons,4.2,3453156390,
Die Hyperion-Gesänge,Dan Simmons-Joachim Körber,4.42,3453215281,
La Chute d'Hypérion II,Dan Simmons-Guy Abadia,4.43,2266111574,
Endymion,Dan Simmons-Guy Abadia,4.16,2221089561,
Hypérion 1,Dan Simmons,4.23,2266111396,
La Chute d'Hypérion I,Dan Simmons,4.39,2266111566,
La Caida de Hyperion,Dan Simmons,4.2,8440638736,
Olympos (Ilium  #2),Dan Simmons,3.94,380817934,
Ilium (Ilium  #1),Dan Simmons,4.02,380817926,
The Terror,Dan Simmons,4.05,316017442,
Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,3.75,60506040,
Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.83,312989482,
Endymion (Hyperion Cantos  #3),Dan Simmons,4.16,553572946,
A Winter Haunting,Dan Simmons,3.59,380817160,
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,744583276,
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.17,312282990,
The Amazing Adventures of the Escapist: Volume 1,Michael Chabon-Glen David Gold-Bill Sienkiewicz-Howard Chaykin-Gene Colan-Steve Lieber-Eric Wight-Kevin  McCarthy,3.46,159307171X,
The Great House of God,Max Lucado,4.25,849942985,
The Pilgrimage,Paulo Coelho-Alan R. Clarke,3.65,722534876,
The Fifth Mountain,Paulo Coelho,3.62,722536542,
The Valkyries,Paulo Coelho-Alan R. Clarke,3.31,722533942,
The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho-Amanda Hopkinson-Nick Caistor,3.6,60527994,
Nine Stories,J.D. Salinger,4.19,316767727,
The First Forty-Nine Stories,Ernest Hemingway,3.99,99339218,
Night Lives: Nine Stories of the Dark Fantastic,Phyllis Eisenstein-Alex Eisenstein,4.5,786249587,
The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,3.95,753459647,
American Psycho,Bret Easton Ellis-Mariano Antolín Rato,3.82,8495501473,
American Psycho,Bret Easton Ellis,3.82,033048477X,
From Russia with Love,Ian Fleming,3.89,141187603,
From Russia With Love,Ian Fleming,3.89,340425628,
Lunar Park,Bret Easton Ellis,3.62,375727272,
The Burden of Proof,Scott Turow,4.06,446677124,
Godless: The Church of Liberalism,Ann Coulter,3.31,1400054206,
Godless,Pete Hautman,3.6,1416908161,
That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.54,664228917,
Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,4,60925752,
Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,3.82,922729484,
Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford-Deepak Chopra,4.11,452282179,
Man's Search for Meaning,Viktor E. Frankl-Harold S. Kushner-William J. Winslade-Isle Lasch,4.36,080701429X,
Man's Search for Meaning,Viktor E. Frankl-Gordon W. Allport-Ilse Lasch,4.36,807014265,
In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,4.09,393058638,
The Pragmatic Programmer: From Journeyman to Master,Andy Hunt-Dave Thomas,4.31,020161622X,
Behind Closed Doors: Secrets of Great Management,Johanna Rothman-Esther Derby,3.96,976694026,
Blink 182,Anne Hoppus,4.41,859653234,
I Blink: And Other Questions About My Body,Brigid Avison,3.93,753456109,
The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,3.9,689837143,
The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,3.84,1569246815,
Great Good Food: Luscious Lower Fat Cooking,Julee Rosso,3.73,297832514,
Built to Last: Successful Habits of Visionary Companies,James C. Collins-Jerry I. Porras,3.98,60566108,
Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher-William Ury,3.92,91493714,
